FieldName,Type,MaxLength,Nullable,Description,Notes,Example,PrimaryKey,TableName,TableDescription
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,weapon_action,multi_event
round,INTEGER,,False,,,,,weapon_fire,single_event
tick,INTEGER,,False,,,,,weapon_fire,single_event
player_id,INTEGER,,False,,,,,weapon_fire,single_event
player_id_pawn,INTEGER,,False,,,,,weapon_fire,single_event
weapon_name,VARCHAR,,False,,,,,weapon_fire,single_event
is_silenced,BOOLEAN,,False,,,,,weapon_fire,single_event
second,DECIMAL,,,,,,,weapon_fire,single_event
player_id_fixed,DECIMAL,,True,Calculated from steam_id and player_id in player_personal. Merging done on round and player_id,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_x_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_y_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_z_pos,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_x_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_y_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_z_vel,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_phi_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_theta_ang,DECIMAL,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_weapon_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
player_team_code,INTEGER,,True,,Merged from another channel. Null where no source row matches.,,,weapon_fire,single_event
missed_molotov,INTEGER,,,,,,,weapon_fire,single_event
round,INTEGER,,False,,,,,world_item_vector,telemetry
tick,INTEGER,,False,,,,,world_item_vector,telemetry
entity_id,INTEGER,,False,,,,,world_item_vector,telemetry
prev_owner_id,INTEGER,,False,,,,,world_item_vector,telemetry
item,VARCHAR,,False,,,,,world_item_vector,telemetry
def_index,INTEGER,,False,,,,,world_item_vector,telemetry
x_pos,DECIMAL,,False,,,,,world_item_vector,telemetry
y_pos,DECIMAL,,False,,,,,world_item_vector,telemetry
z_pos,DECIMAL,,False,,,,,world_item_vector,telemetry
second,DECIMAL,,,,,,,world_item_vector,telemetry
